time,lat,lon,hMSL,velN,velE,velD,hAcc,vAcc,sAcc,heading,cAcc,gpsFix,numSV
,(deg),(deg),(m),(m/s),(m/s),(m/s),(m),(m),(m/s),(deg),(deg),,
2018-08-12T14:35:13.00Z,46.9822738,15.4362861,1423.116,-4.88,9.98,7.20,0.533,0.798,0.15,116.05554,0.63779,3,18
2018-08-12T14:35:13.20Z,46.9822649,15.4363126,1421.793,-4.91,10.10,6.78,0.533,0.798,0.15,115.95160,0.63216,3,18
2018-08-12T14:35:13.40Z,46.9822561,15.4363394,1420.572,-4.89,10.21,6.30,0.533,0.797,0.15,115.58812,0.62744,3,18
2018-08-12T14:35:13.60Z,46.9822475,15.4363666,1419.443,-4.78,10.35,5.82,0.533,0.796,0.15,114.79197,0.64208,3,18
2018-08-12T14:35:13.80Z,46.9822399,15.4363946,1418.405,-4.23,10.68,5.49,0.533,0.795,0.15,111.60642,0.62443,3,18
2018-08-12T14:35:14.00Z,46.9822324,15.4364226,1417.402,-4.17,10.71,5.24,0.532,0.794,0.15,111.25823,0.61131,3,18
2018-08-12T14:35:14.20Z,46.9822254,15.4364514,1416.421,-3.89,10.98,5.01,0.532,0.793,0.15,109.52899,0.60566,3,18
2018-08-12T14:35:14.40Z,46.9822189,15.4364801,1415.512,-3.64,10.99,4.79,0.532,0.792,0.16,108.32360,0.62986,3,18
2018-08-12T14:35:14.60Z,46.9822133,15.4365095,1414.618,-3.20,11.19,4.62,0.532,0.790,0.15,105.97775,0.61723,3,18
2018-08-12T14:35:14.80Z,46.9822087,15.4365393,1413.751,-2.61,11.32,4.45,0.531,0.789,0.15,102.95719,0.61211,3,18
2018-08-12T14:35:15.00Z,46.9822048,15.4365694,1412.901,-2.15,11.48,4.33,0.531,0.788,0.15,100.59776,0.63326,3,18
2018-08-12T14:35:15.20Z,46.9822021,15.4365992,1412.070,-1.55,11.33,4.28,0.531,0.788,0.15,97.76886,0.68363,3,18
2018-08-12T14:35:15.40Z,46.9822005,15.4366296,1411.255,-0.96,11.54,4.21,0.530,0.788,0.15,94.73439,0.65269,3,18
2018-08-12T14:35:15.60Z,46.9821998,15.4366594,1410.493,-0.42,11.34,3.94,0.530,0.787,0.15,92.12662,0.64054,3,18
2018-08-12T14:35:15.80Z,46.9822005,15.4366900,1409.713,0.41,11.60,3.90,0.529,0.786,0.14,87.99438,0.61178,3,18
2018-08-12T14:35:16.00Z,46.9822029,15.4367204,1408.949,1.28,11.56,3.86,0.527,0.786,0.14,83.67039,0.59205,3,18
2018-08-12T14:35:16.20Z,46.9822067,15.4367509,1408.175,2.06,11.57,3.87,0.526,0.785,0.14,79.90257,0.59647,3,18
2018-08-12T14:35:16.40Z,46.9822120,15.4367815,1407.379,2.93,11.62,3.95,0.525,0.785,0.14,75.84885,0.58004,3,18
2018-08-12T14:35:16.60Z,46.9822186,15.4368121,1406.556,3.61,11.60,4.05,0.524,0.784,0.14,72.70372,0.57836,3,18
2018-08-12T14:35:16.80Z,46.9822265,15.4368421,1405.727,4.40,11.34,4.11,0.523,0.784,0.14,68.77946,0.58299,3,18
2018-08-12T14:35:17.00Z,46.9822359,15.4368715,1404.875,5.17,11.12,4.15,0.522,0.784,0.14,65.07226,0.59840,3,18
2018-08-12T14:35:17.20Z,46.9822463,15.4369008,1404.028,5.79,11.10,4.15,0.520,0.783,0.13,62.44480,0.58215,3,18
2018-08-12T14:35:17.40Z,46.9822581,15.4369300,1403.136,6.53,11.04,4.35,0.518,0.782,0.13,59.37349,0.58158,3,18
2018-08-12T14:35:17.60Z,46.9822709,15.4369591,1402.189,7.09,11.01,4.63,0.517,0.782,0.13,57.19146,0.56749,3,18
2018-08-12T14:35:17.80Z,46.9822850,15.4369873,1401.261,7.83,10.67,4.63,0.516,0.782,0.14,53.74135,0.55761,3,18
2018-08-12T14:35:18.00Z,46.9822998,15.4370151,1400.382,8.22,10.54,4.43,0.515,0.782,0.13,52.06391,0.55905,3,18
2018-08-12T14:35:18.20Z,46.9823160,15.4370430,1399.447,8.99,10.56,4.54,0.515,0.782,0.14,49.58093,0.54331,3,18
2018-08-12T14:35:18.40Z,46.9823327,15.4370707,1398.544,9.25,10.44,4.43,0.513,0.782,0.13,48.46116,0.51989,3,18
2018-08-12T14:35:18.60Z,46.9823499,15.4370989,1397.604,9.56,10.72,4.58,0.512,0.781,0.13,48.29506,0.49324,3,18
2018-08-12T14:35:18.80Z,46.9823665,15.4371270,1396.766,9.26,10.68,4.32,0.512,0.781,0.14,49.05369,0.49235,3,18
2018-08-12T14:35:19.00Z,46.9823831,15.4371543,1396.016,9.23,10.41,3.90,0.511,0.781,0.14,48.44700,0.50311,3,18
2018-08-12T14:35:19.20Z,46.9823993,15.4371814,1395.323,9.02,10.31,3.57,0.511,0.780,0.14,48.82212,0.51181,3,18
2018-08-12T14:35:19.40Z,46.9824151,15.4372091,1394.651,8.75,10.50,3.42,0.510,0.780,0.14,50.19175,0.50976,3,18
2018-08-12T14:35:19.60Z,46.9824298,15.4372372,1394.015,8.20,10.66,3.23,0.510,0.779,0.14,52.43038,0.51836,3,18
2018-08-12T14:35:19.80Z,46.9824438,15.4372653,1393.413,7.77,10.68,3.09,0.509,0.779,0.14,53.97205,0.52395,3,18
2018-08-12T14:35:20.00Z,46.9824578,15.4372932,1392.805,7.82,10.63,3.12,0.508,0.778,0.13,53.67361,0.52096,3,18
2018-08-12T14:35:20.20Z,46.9824719,15.4373207,1392.165,7.78,10.44,3.16,0.507,0.777,0.13,53.30223,0.53904,3,18
2018-08-12T14:35:20.40Z,46.9824858,15.4373476,1391.516,7.77,10.25,3.22,0.506,0.777,0.13,52.81837,0.55247,3,18
2018-08-12T14:35:20.60Z,46.9824994,15.4373742,1390.830,7.61,10.16,3.36,0.505,0.777,0.13,53.17600,0.57276,3,18
2018-08-12T14:35:20.80Z,46.9825131,15.4374006,1390.103,7.64,10.07,3.57,0.505,0.777,0.13,52.82690,0.57086,3,18
2018-08-12T14:35:21.00Z,46.9825272,15.4374266,1389.357,7.83,9.89,3.71,0.504,0.777,0.13,51.63473,0.56868,3,18
2018-08-12T14:35:21.20Z,46.9825416,15.4374522,1388.549,8.02,9.76,3.94,0.503,0.778,0.14,50.58579,0.56055,3,18
2018-08-12T14:35:21.40Z,46.9825563,15.4374775,1387.714,8.19,9.62,4.08,0.502,0.777,0.14,49.60575,0.54543,3,18
2018-08-12T14:35:21.60Z,46.9825710,15.4375025,1386.859,8.19,9.48,4.23,0.500,0.778,0.14,49.19958,0.54966,3,18
2018-08-12T14:35:21.80Z,46.9825856,15.4375271,1385.948,8.18,9.38,4.46,0.500,0.778,0.14,48.88568,0.56212,3,18
2018-08-12T14:35:22.00Z,46.9826011,15.4375522,1384.971,8.60,9.58,4.77,0.500,0.779,0.14,48.09954,0.56705,3,18
2018-08-12T14:35:22.20Z,46.9826166,15.4375771,1383.953,8.65,9.50,4.94,0.500,0.779,0.14,47.66965,0.56482,3,18
2018-08-12T14:35:22.40Z,46.9826328,15.4376022,1382.881,8.99,9.57,5.20,0.500,0.779,0.14,46.78751,0.55220,3,18
2018-08-12T14:35:22.60Z,46.9826495,15.4376273,1381.741,9.31,9.57,5.53,0.500,0.778,0.14,45.78985,0.52008,3,18
2018-08-12T14:35:22.80Z,46.9826662,15.4376525,1380.574,9.26,9.56,5.68,0.499,0.777,0.14,45.90882,0.51324,3,18
2018-08-12T14:35:23.00Z,46.9826826,15.4376783,1379.414,9.10,9.78,5.77,0.498,0.776,0.14,47.06676,0.51756,3,18
2018-08-12T14:35:23.20Z,46.9826997,15.4377038,1378.235,9.48,9.67,5.87,0.497,0.775,0.14,45.57675,0.51567,3,18
2018-08-12T14:35:23.40Z,46.9827169,15.4377290,1377.090,9.58,9.60,5.81,0.497,0.773,0.14,45.08215,0.52191,3,18
2018-08-12T14:35:23.60Z,46.9827350,15.4377541,1375.923,10.04,9.57,5.89,0.497,0.773,0.14,43.62688,0.51333,3,18
2018-08-12T14:35:23.80Z,46.9827536,15.4377795,1374.740,10.35,9.68,5.94,0.496,0.772,0.14,43.08119,0.49831,3,18
2018-08-12T14:35:24.00Z,46.9827727,15.4378052,1373.566,10.59,9.79,5.93,0.496,0.772,0.14,42.75948,0.48729,3,18
2018-08-12T14:35:24.20Z,46.9827921,15.4378305,1372.433,10.75,9.62,5.80,0.496,0.770,0.14,41.81612,0.49090,3,18
2018-08-12T14:35:24.40Z,46.9828118,15.4378556,1371.305,10.98,9.55,5.79,0.496,0.769,0.14,41.01131,0.48024,3,18
2018-08-12T14:35:24.60Z,46.9828320,15.4378802,1370.184,11.17,9.38,5.75,0.496,0.767,0.14,40.02551,0.47840,3,18
2018-08-12T14:35:24.80Z,46.9828524,15.4379047,1369.071,11.35,9.34,5.66,0.496,0.767,0.14,39.46920,0.47620,3,18
2018-08-12T14:35:25.00Z,46.9828733,15.4379291,1367.969,11.59,9.28,5.61,0.496,0.766,0.14,38.67581,0.46865,3,18
2018-08-12T14:35:25.20Z,46.9828943,15.4379536,1366.866,11.71,9.36,5.61,0.496,0.765,0.14,38.65622,0.46417,3,18
2018-08-12T14:35:25.40Z,46.9829156,15.4379779,1365.792,11.83,9.26,5.48,0.496,0.765,0.14,38.03161,0.46827,3,18
2018-08-12T14:35:25.60Z,46.9829370,15.4380017,1364.770,11.86,9.06,5.22,0.496,0.764,0.14,37.37365,0.47391,3,18
2018-08-12T14:35:25.80Z,46.9829586,15.4380253,1363.738,11.95,8.98,5.19,0.495,0.763,0.13,36.92262,0.46883,3,18
2018-08-12T14:35:26.00Z,46.9829799,15.4380494,1362.698,11.86,9.17,5.30,0.495,0.763,0.14,37.70352,0.47114,3,18
2018-08-12T14:35:26.20Z,46.9830014,15.4380736,1361.628,11.95,9.21,5.44,0.495,0.763,0.14,37.62475,0.49597,3,18
2018-08-12T14:35:26.40Z,46.9830232,15.4380970,1360.621,12.13,8.94,5.22,0.495,0.763,0.14,36.38568,0.49452,3,18
2018-08-12T14:35:26.60Z,46.9830449,15.4381197,1359.643,12.05,8.71,5.06,0.496,0.764,0.14,35.85424,0.50807,3,18
2018-08-12T14:35:26.80Z,46.9830667,15.4381427,1358.652,12.11,8.77,5.07,0.496,0.763,0.14,35.88948,0.50100,3,18
2018-08-12T14:35:27.00Z,46.9830881,15.4381656,1357.673,11.95,8.76,4.97,0.496,0.763,0.14,36.25001,0.50887,3,18
2018-08-12T14:35:27.20Z,46.9831094,15.4381888,1356.700,11.82,8.84,4.89,0.496,0.763,0.14,36.81632,0.50521,3,18
2018-08-12T14:35:27.40Z,46.9831303,15.4382121,1355.739,11.65,8.91,4.90,0.497,0.763,0.14,37.42147,0.51797,3,18
2018-08-12T14:35:27.60Z,46.9831511,15.4382357,1354.744,11.56,9.01,5.00,0.497,0.763,0.14,37.93377,0.51162,3,18
2018-08-12T14:35:27.80Z,46.9831717,15.4382592,1353.782,11.44,8.95,4.96,0.497,0.763,0.14,38.05313,0.52337,3,18
2018-08-12T14:35:28.00Z,46.9831916,15.4382829,1352.816,11.06,9.06,4.93,0.497,0.762,0.14,39.33429,0.54386,3,18
2018-08-12T14:35:28.20Z,46.9832111,15.4383068,1351.845,10.79,9.08,4.90,0.498,0.761,0.14,40.09227,0.56655,3,18
2018-08-12T14:35:28.40Z,46.9832300,15.4383307,1350.839,10.48,9.08,5.00,0.498,0.761,0.14,40.90458,0.55926,3,18
2018-08-12T14:35:28.60Z,46.9832486,15.4383550,1349.763,10.34,9.24,5.24,0.498,0.761,0.14,41.78791,0.53915,3,18
2018-08-12T14:35:28.80Z,46.9832670,15.4383783,1348.704,10.17,8.88,5.26,0.498,0.760,0.14,41.12312,0.54827,3,18
2018-08-12T14:35:29.00Z,46.9832853,15.4384021,1347.592,10.15,9.04,5.45,0.498,0.760,0.14,41.67396,0.53323,3,18
2018-08-12T14:35:29.20Z,46.9833039,15.4384251,1346.450,10.32,8.71,5.57,0.497,0.760,0.14,40.17714,0.52249,3,18
2018-08-12T14:35:29.40Z,46.9833228,15.4384473,1345.268,10.50,8.38,5.75,0.495,0.760,0.14,38.60208,0.53301,3,18
2018-08-12T14:35:29.60Z,46.9833422,15.4384687,1344.057,10.71,8.00,5.90,0.493,0.760,0.13,36.76213,0.53641,3,18
2018-08-12T14:35:29.80Z,46.9833625,15.4384880,1342.773,11.24,7.27,6.16,0.492,0.761,0.14,32.88058,0.58277,3,18
2018-08-12T14:35:30.00Z,46.9833837,15.4385049,1341.424,11.75,6.30,6.49,0.491,0.761,0.13,28.20220,0.54219,3,18
2018-08-12T14:35:30.20Z,46.9834060,15.4385192,1339.958,12.42,5.34,7.04,0.489,0.762,0.14,23.27870,0.54276,3,18
2018-08-12T14:35:30.40Z,46.9834293,15.4385303,1338.324,12.92,4.13,7.78,0.488,0.763,0.14,17.72430,0.52173,3,18
2018-08-12T14:35:30.60Z,46.9834532,15.4385389,1336.523,13.27,3.20,8.60,0.487,0.763,0.15,13.54334,0.52790,3,18
2018-08-12T14:35:30.80Z,46.9834774,15.4385445,1334.579,13.46,2.05,9.31,0.486,0.762,0.15,8.65376,0.52076,3,18
2018-08-12T14:35:31.00Z,46.9835020,15.4385462,1332.535,13.66,0.57,9.89,0.486,0.762,0.15,2.38626,0.53140,3,18
2018-08-12T14:35:31.20Z,46.9835271,15.4385435,1330.361,13.94,-1.05,10.59,0.485,0.761,0.15,355.68150,0.49369,3,18
2018-08-12T14:35:31.40Z,46.9835519,15.4385358,1328.052,13.79,-2.97,11.24,0.484,0.759,0.15,347.85600,0.49447,3,18
2018-08-12T14:35:31.60Z,46.9835761,15.4385233,1325.685,13.47,-4.76,11.66,0.483,0.759,0.15,340.53790,0.50125,3,18
2018-08-12T14:35:31.80Z,46.9836002,15.4385063,1323.312,13.41,-6.43,11.72,0.483,0.758,0.15,334.37938,0.48068,3,18
2018-08-12T14:35:32.00Z,46.9836237,15.4384858,1320.994,13.04,-7.80,11.65,0.483,0.759,0.15,329.11570,0.49017,3,18
2018-08-12T14:35:32.20Z,46.9836463,15.4384618,1318.738,12.56,-9.09,11.46,0.483,0.759,0.15,324.10790,0.47249,3,18
2018-08-12T14:35:32.40Z,46.9836679,15.4384339,1316.511,11.99,-10.58,11.07,0.482,0.759,0.15,318.58968,0.47013,3,18
2018-08-12T14:35:32.60Z,46.9836889,15.4384019,1314.388,11.65,-12.18,10.66,0.482,0.761,0.15,313.71220,0.43172,3,18
2018-08-12T14:35:32.80Z,46.9837095,15.4383673,1312.394,11.42,-13.13,10.22,0.482,0.762,0.15,311.02487,0.41910,3,18
2018-08-12T14:35:33.00Z,46.9837298,15.4383309,1310.436,11.27,-13.83,9.90,0.482,0.763,0.15,309.17458,0.41163,3,18
2018-08-12T14:35:33.20Z,46.9837497,15.4382935,1308.676,11.01,-14.24,9.11,0.482,0.765,0.14,307.71248,0.40109,3,18
2018-08-12T14:35:33.40Z,46.9837688,15.4382550,1307.084,10.62,-14.62,8.33,0.482,0.766,0.14,306.00161,0.40470,3,18
2018-08-12T14:35:33.60Z,46.9837876,15.4382160,1305.601,10.39,-14.84,7.82,0.481,0.767,0.14,305.00208,0.37195,3,18
2018-08-12T14:35:33.80Z,46.9838066,15.4381765,1304.166,10.54,-15.02,7.48,0.481,0.766,0.14,305.05546,0.38011,3,18
2018-08-12T14:35:34.00Z,46.9838258,15.4381368,1302.864,10.62,-15.07,6.89,0.481,0.766,0.13,305.17277,0.38445,3,18
2018-08-12T14:35:34.20Z,46.9838450,15.4380970,1301.650,10.64,-15.17,6.38,0.480,0.765,0.13,305.04535,0.37588,3,18
2018-08-12T14:35:34.40Z,46.9838636,15.4380580,1300.541,10.33,-14.83,5.87,0.480,0.765,0.14,304.85749,0.37261,3,18
2018-08-12T14:35:34.60Z,46.9838820,15.4380190,1299.416,10.22,-14.86,5.70,0.479,0.765,0.13,304.52670,0.36958,3,18
2018-08-12T14:35:34.80Z,46.9839004,15.4379810,1298.385,10.22,-14.46,5.25,0.479,0.766,0.13,305.25083,0.39678,3,18
2018-08-12T14:35:35.00Z,46.9839185,15.4379436,1297.395,10.07,-14.24,5.12,0.480,0.768,0.14,305.26777,0.42718,3,18
2018-08-12T14:35:35.20Z,46.9839363,15.4379051,1296.383,9.90,-14.64,5.07,0.480,0.769,0.15,304.06431,0.42028,3,18
2018-08-12T14:35:35.40Z,46.9839536,15.4378664,1295.384,9.60,-14.76,5.01,0.481,0.771,0.14,303.02901,0.42494,3,18
2018-08-12T14:35:35.60Z,46.9839702,15.4378279,1294.398,9.23,-14.65,4.96,0.481,0.772,0.14,302.21287,0.44242,3,18
2018-08-12T14:35:35.80Z,46.9839855,15.4377895,1293.453,8.55,-14.62,4.78,0.481,0.774,0.14,300.32165,0.45236,3,18
2018-08-12T14:35:36.00Z,46.9840001,15.4377514,1292.534,8.11,-14.50,4.64,0.481,0.775,0.14,299.22784,0.45963,3,18
2018-08-12T14:35:36.20Z,46.9840139,15.4377136,1291.603,7.66,-14.42,4.61,0.482,0.777,0.14,297.98235,0.46018,3,18
2018-08-12T14:35:36.40Z,46.9840268,15.4376758,1290.595,7.17,-14.42,4.85,0.481,0.778,0.13,296.42320,0.46486,3,18
2018-08-12T14:35:36.60Z,46.9840385,15.4376370,1289.525,6.52,-14.79,5.18,0.482,0.779,0.14,293.78656,0.47949,3,18
2018-08-12T14:35:36.80Z,46.9840496,15.4375984,1288.378,6.14,-14.73,5.39,0.482,0.781,0.14,292.61350,0.48672,3,18
2018-08-12T14:35:37.00Z,46.9840595,15.4375600,1287.247,5.53,-14.64,5.42,0.483,0.784,0.15,290.68765,0.52686,3,18
2018-08-12T14:35:37.20Z,46.9840693,15.4375212,1286.079,5.45,-14.79,5.63,0.484,0.786,0.15,290.23846,0.52558,3,18
2018-08-12T14:35:37.40Z,46.9840790,15.4374818,1284.899,5.39,-15.02,5.81,0.484,0.787,0.15,289.72294,0.50539,3,18
2018-08-12T14:35:37.60Z,46.9840885,15.4374426,1283.706,5.23,-14.91,5.87,0.484,0.789,0.14,289.34674,0.50682,3,18
2018-08-12T14:35:37.80Z,46.9840977,15.4374032,1282.503,5.11,-15.02,5.92,0.485,0.790,0.14,288.77245,0.50933,3,18
2018-08-12T14:35:38.00Z,46.9841067,15.4373641,1281.338,5.00,-14.90,5.82,0.485,0.791,0.14,288.57045,0.48653,3,18
2018-08-12T14:35:38.20Z,46.9841164,15.4373247,1280.115,5.36,-14.99,6.02,0.485,0.792,0.14,289.68507,0.48411,3,18
2018-08-12T14:35:38.40Z,46.9841265,15.4372861,1278.904,5.64,-14.74,6.09,0.485,0.792,0.14,290.91899,0.47930,3,18
2018-08-12T14:35:38.60Z,46.9841372,15.4372474,1277.671,5.91,-14.77,6.11,0.485,0.792,0.14,291.82627,0.46424,3,18
2018-08-12T14:35:38.80Z,46.9841486,15.4372088,1276.433,6.35,-14.71,6.10,0.485,0.793,0.14,293.34908,0.46552,3,18
2018-08-12T14:35:39.00Z,46.9841606,15.4371708,1275.219,6.67,-14.47,5.96,0.485,0.793,0.14,294.76158,0.46921,3,18
2018-08-12T14:35:39.20Z,46.9841737,15.4371348,1274.078,7.22,-13.72,5.73,0.485,0.793,0.13,297.76384,0.50455,3,18
2018-08-12T14:35:39.40Z,46.9841868,15.4370990,1272.853,7.27,-13.65,5.92,0.485,0.793,0.13,298.03970,0.51895,3,18
2018-08-12T14:35:39.60Z,46.9842001,15.4370624,1271.647,7.43,-13.94,6.00,0.484,0.793,0.13,298.05882,0.52033,3,18
2018-08-12T14:35:39.80Z,46.9842140,15.4370256,1270.460,7.71,-14.04,5.92,0.484,0.793,0.13,298.76583,0.51285,3,18
2018-08-12T14:35:40.00Z,46.9842279,15.4369886,1269.284,7.72,-14.16,5.83,0.484,0.793,0.13,298.60384,0.49542,3,18
2018-08-12T14:35:40.20Z,46.9842415,15.4369504,1268.095,7.58,-14.49,5.94,0.484,0.794,0.14,297.61008,0.48130,3,18
2018-08-12T14:35:40.40Z,46.9842553,15.4369118,1266.888,7.64,-14.67,6.00,0.485,0.795,0.14,297.51291,0.45577,3,18
2018-08-12T14:35:40.60Z,46.9842684,15.4368738,1265.727,7.37,-14.45,5.78,0.485,0.797,0.14,297.00774,0.46697,3,18
2018-08-12T14:35:40.80Z,46.9842811,15.4368360,1264.608,7.00,-14.40,5.59,0.486,0.799,0.14,295.91581,0.48149,3,18
2018-08-12T14:35:41.00Z,46.9842928,15.4367983,1263.525,6.56,-14.33,5.44,0.487,0.800,0.14,294.58981,0.49604,3,18
2018-08-12T14:35:41.20Z,46.9843037,15.4367610,1262.504,6.05,-14.22,5.25,0.487,0.802,0.14,293.04039,0.51272,3,18
2018-08-12T14:35:41.40Z,46.9843137,15.4367233,1261.407,5.62,-14.36,5.38,0.487,0.803,0.14,291.36443,0.50007,3,18
2018-08-12T14:35:41.60Z,46.9843231,15.4366868,1260.246,5.22,-13.87,5.73,0.489,0.804,0.17,290.62457,0.60604,3,18
2018-08-12T14:35:41.80Z,46.9843320,15.4366482,1259.061,4.92,-14.65,5.93,0.491,0.806,0.16,288.55292,0.65304,3,18
2018-08-12T14:35:42.00Z,46.9843397,15.4366086,1257.896,4.31,-15.06,5.81,0.493,0.810,0.16,285.95630,0.63981,3,18
2018-08-12T14:35:42.20Z,46.9843469,15.4365682,1256.747,4.01,-15.35,5.72,0.495,0.813,0.16,284.64729,0.61081,3,18
2018-08-12T14:35:42.40Z,46.9843532,15.4365270,1255.594,3.48,-15.66,5.69,0.497,0.815,0.16,282.51578,0.55771,3,18
2018-08-12T14:35:42.60Z,46.9843591,15.4364848,1254.378,3.29,-16.06,5.91,0.498,0.816,0.16,281.59064,0.51439,3,18
2018-08-12T14:35:42.80Z,46.9843643,15.4364427,1253.072,2.98,-15.98,6.29,0.498,0.818,0.15,280.56515,0.47511,3,18
2018-08-12T14:35:43.00Z,46.9843691,15.4364010,1251.752,2.68,-15.89,6.40,0.498,0.818,0.14,279.56962,0.47931,3,18
2018-08-12T14:35:43.20Z,46.9843736,15.4363589,1250.417,2.51,-16.02,6.43,0.497,0.819,0.14,278.90507,0.47398,3,18
2018-08-12T14:35:43.40Z,46.9843778,15.4363168,1249.138,2.40,-16.01,6.30,0.496,0.819,0.15,278.51585,0.46881,3,18
2018-08-12T14:35:43.60Z,46.9843817,15.4362747,1247.944,2.15,-16.01,5.97,0.496,0.820,0.15,277.66329,0.47062,3,18
2018-08-12T14:35:43.80Z,46.9843853,15.4362330,1246.947,2.01,-15.86,5.27,0.496,0.820,0.14,277.21492,0.48209,3,18
2018-08-12T14:35:44.00Z,46.9843886,15.4361924,1246.137,1.84,-15.42,4.43,0.496,0.821,0.14,276.82148,0.50990,3,18
2018-08-12T14:35:44.20Z,46.9843917,15.4361526,1245.525,1.69,-15.11,3.56,0.496,0.822,0.14,276.37150,0.52539,3,18
2018-08-12T14:35:44.40Z,46.9843945,15.4361138,1245.054,1.62,-14.71,2.84,0.496,0.824,0.14,276.27697,0.55013,3,18
2018-08-12T14:35:44.60Z,46.9843970,15.4360765,1244.685,1.43,-14.15,2.28,0.496,0.825,0.14,275.77514,0.55848,3,18
2018-08-12T14:35:44.80Z,46.9843994,15.4360407,1244.368,1.36,-13.61,1.95,0.496,0.826,0.13,275.72689,0.57746,3,18
2018-08-12T14:35:45.00Z,46.9844017,15.4360066,1244.067,1.28,-12.96,1.71,0.496,0.827,0.13,275.63043,0.60658,3,18
2018-08-12T14:35:45.20Z,46.9844041,15.4359739,1243.776,1.37,-12.43,1.62,0.496,0.827,0.13,276.26806,0.62815,3,18
2018-08-12T14:35:45.40Z,46.9844065,15.4359427,1243.440,1.37,-11.88,1.65,0.496,0.828,0.14,276.59570,0.65912,3,18
2018-08-12T14:35:45.60Z,46.9844090,15.4359125,1243.079,1.39,-11.47,1.73,0.495,0.829,0.13,276.89742,0.67513,3,18
2018-08-12T14:35:45.80Z,46.9844115,15.4358833,1242.667,1.41,-11.14,1.92,0.495,0.830,0.13,277.20751,0.69295,3,18
2018-08-12T14:35:46.00Z,46.9844141,15.4358548,1242.176,1.48,-10.85,2.27,0.494,0.830,0.13,277.74698,0.71208,3,18
2018-08-12T14:35:46.20Z,46.9844171,15.4358272,1241.583,1.63,-10.53,2.64,0.494,0.831,0.14,278.79320,0.73370,3,18
2018-08-12T14:35:46.40Z,46.9844201,15.4358000,1240.910,1.70,-10.37,3.04,0.494,0.832,0.14,279.33746,0.74792,3,18
2018-08-12T14:35:46.60Z,46.9844233,15.4357730,1240.151,1.78,-10.27,3.45,0.494,0.833,0.14,279.82263,0.74937,3,18
2018-08-12T14:35:46.80Z,46.9844266,15.4357460,1239.327,1.83,-10.31,3.79,0.493,0.833,0.14,280.07719,0.73593,3,18
2018-08-12T14:35:47.00Z,46.9844298,15.4357186,1238.457,1.81,-10.42,4.09,0.493,0.835,0.14,279.85976,0.73310,3,18
2018-08-12T14:35:47.20Z,46.9844332,15.4356909,1237.547,1.90,-10.54,4.33,0.493,0.836,0.14,280.20589,0.71949,3,18
2018-08-12T14:35:47.40Z,46.9844366,15.4356628,1236.552,1.88,-10.73,4.67,0.493,0.837,0.14,279.93768,0.70006,3,18
2018-08-12T14:35:47.60Z,46.9844399,15.4356343,1235.515,1.92,-10.84,4.97,0.493,0.838,0.14,280.03331,0.70006,3,18
2018-08-12T14:35:47.80Z,46.9844432,15.4356053,1234.423,1.85,-11.01,5.28,0.492,0.838,0.15,279.55723,0.69009,3,18
2018-08-12T14:35:48.00Z,46.9844464,15.4355758,1233.309,1.87,-11.23,5.39,0.492,0.839,0.15,279.44004,0.67675,3,18
2018-08-12T14:35:48.20Z,46.9844497,15.4355456,1232.173,1.81,-11.48,5.46,0.492,0.840,0.15,278.94903,0.66384,3,18
2018-08-12T14:35:48.40Z,46.9844529,15.4355145,1231.071,1.78,-11.84,5.40,0.492,0.841,0.14,278.54880,0.64375,3,18
2018-08-12T14:35:48.60Z,46.9844561,15.4354825,1229.991,1.79,-12.13,5.36,0.492,0.842,0.14,278.37101,0.61914,3,18
2018-08-12T14:35:48.80Z,46.9844589,15.4354503,1228.929,1.62,-12.24,5.31,0.491,0.843,0.14,277.52928,0.61292,3,18
2018-08-12T14:35:49.00Z,46.9844617,15.4354179,1227.891,1.56,-12.31,5.24,0.491,0.844,0.14,277.19909,0.61036,3,18
2018-08-12T14:35:49.20Z,46.9844643,15.4353855,1226.873,1.47,-12.30,5.09,0.491,0.844,0.14,276.80055,0.60777,3,18
2018-08-12T14:35:49.40Z,46.9844669,15.4353532,1225.905,1.46,-12.28,4.90,0.490,0.845,0.14,276.77384,0.60885,3,18
2018-08-12T14:35:49.60Z,46.9844694,15.4353211,1225.011,1.36,-12.23,4.59,0.490,0.845,0.14,276.35894,0.60636,3,18
2018-08-12T14:35:49.80Z,46.9844717,15.4352889,1224.152,1.31,-12.24,4.40,0.490,0.846,0.14,276.10992,0.60941,3,18
2018-08-12T14:35:50.00Z,46.9844741,15.4352570,1223.323,1.29,-12.11,4.26,0.489,0.846,0.13,276.09079,0.60765,3,18
2018-08-12T14:35:50.20Z,46.9844762,15.4352255,1222.488,1.20,-11.98,4.24,0.489,0.847,0.13,275.70387,0.61032,3,18
2018-08-12T14:35:50.40Z,46.9844784,15.4351943,1221.668,1.24,-11.84,4.17,0.488,0.847,0.13,275.98611,0.61716,3,18
2018-08-12T14:35:50.60Z,46.9844807,15.4351636,1220.847,1.29,-11.69,4.11,0.488,0.847,0.13,276.27335,0.63089,3,18
2018-08-12T14:35:50.80Z,46.9844830,15.4351330,1220.012,1.30,-11.64,4.14,0.487,0.847,0.13,276.36258,0.62657,3,18
2018-08-12T14:35:51.00Z,46.9844853,15.4351024,1219.175,1.28,-11.63,4.22,0.487,0.847,0.13,276.29401,0.63595,3,18
