time,lat,lon,hMSL,velN,velE,velD,hAcc,vAcc,sAcc,heading,cAcc,gpsFix,numSV
,(deg),(deg),(m),(m/s),(m/s),(m/s),(m),(m),(m/s),(deg),(deg),,
2018-08-12T14:28:50.20Z,47.1097523,15.3983243,3974.940,-53.70,9.76,-2.34,1.121,1.626,0.24,169.69862,0.19170,3,17
2018-08-12T14:28:50.40Z,47.1096559,15.3983501,3975.372,-53.65,9.79,-2.29,1.119,1.627,0.24,169.65842,0.20631,3,17
2018-08-12T14:28:50.60Z,47.1095593,15.3983753,3975.876,-53.66,9.76,-2.32,1.116,1.631,0.23,169.68786,0.20877,3,17
2018-08-12T14:28:50.80Z,47.1094627,15.3984010,3976.290,-53.69,9.79,-2.30,1.113,1.633,0.22,169.66045,0.20075,3,17
2018-08-12T14:28:51.00Z,47.1093661,15.3984272,3976.742,-53.74,9.91,-2.28,1.111,1.635,0.22,169.55275,0.19988,3,17
2018-08-12T14:28:51.20Z,47.1092694,15.3984534,3977.228,-53.72,9.92,-2.26,1.108,1.638,0.23,169.54116,0.20153,3,17
2018-08-12T14:28:51.40Z,47.1091727,15.3984800,3977.732,-53.81,9.99,-2.23,1.106,1.641,0.22,169.47714,0.19261,3,17
2018-08-12T14:28:51.60Z,47.1090764,15.3985062,3978.154,-53.64,9.90,-2.18,1.104,1.639,0.22,169.54527,0.19698,3,17
2018-08-12T14:28:51.80Z,47.1089799,15.3985329,3978.591,-53.76,10.07,-2.23,1.102,1.635,0.22,169.39052,0.19569,3,17
2018-08-12T14:28:52.00Z,47.1088831,15.3985595,3979.064,-53.78,10.08,-2.21,1.100,1.632,0.21,169.38767,0.18749,3,17
2018-08-12T14:28:52.20Z,47.1087862,15.3985864,3979.557,-53.81,10.12,-2.20,1.098,1.628,0.21,169.35201,0.18162,3,17
2018-08-12T14:28:52.40Z,47.1086902,15.3986132,3979.935,-53.63,10.12,-2.41,1.097,1.622,0.23,169.31305,0.19525,3,17
2018-08-12T14:28:52.60Z,47.1085932,15.3986402,3980.427,-53.91,10.25,-2.30,1.096,1.620,0.23,169.23771,0.18829,3,17
2018-08-12T14:28:52.80Z,47.1084962,15.3986671,3980.879,-53.85,10.21,-2.12,1.095,1.621,0.25,169.26408,0.19557,3,17
2018-08-12T14:28:53.00Z,47.1083993,15.3986941,3981.308,-53.82,10.29,-2.07,1.094,1.623,0.25,169.17140,0.19572,3,17
2018-08-12T14:28:53.20Z,47.1083026,15.3987209,3981.760,-53.79,10.20,-2.16,1.093,1.624,0.24,169.25902,0.20381,3,17
2018-08-12T14:28:53.40Z,47.1082056,15.3987480,3982.169,-53.89,10.30,-2.08,1.091,1.626,0.24,169.17843,0.19388,3,17
2018-08-12T14:28:53.60Z,47.1081089,15.3987752,3982.621,-53.85,10.28,-2.13,1.090,1.628,0.26,169.19455,0.19825,3,17
2018-08-12T14:28:53.80Z,47.1080121,15.3988017,3983.094,-53.76,10.19,-2.02,1.090,1.630,0.26,169.26148,0.21959,3,17
2018-08-12T14:28:54.00Z,47.1079149,15.3988288,3983.519,-53.97,10.31,-1.93,1.089,1.628,0.23,169.18136,0.23417,3,17
2018-08-12T14:28:54.20Z,47.1078180,15.3988565,3983.904,-53.99,10.53,-1.95,1.094,1.633,0.31,168.96730,0.35087,3,17
2018-08-12T14:28:54.40Z,47.1077211,15.3988835,3984.357,-53.96,10.34,-2.11,1.097,1.636,0.31,169.15567,0.26696,3,17
2018-08-12T14:28:54.60Z,47.1076242,15.3989108,3984.784,-54.00,10.38,-2.14,1.099,1.639,0.31,169.11480,0.25876,3,17
2018-08-12T14:28:54.80Z,47.1075273,15.3989381,3985.215,-54.00,10.36,-2.17,1.101,1.641,0.27,169.13520,0.22182,3,17
2018-08-12T14:28:55.00Z,47.1074304,15.3989653,3985.655,-53.96,10.34,-2.17,1.102,1.645,0.25,169.15735,0.24120,3,17
2018-08-12T14:28:55.20Z,47.1073334,15.3989925,3986.079,-53.98,10.34,-2.10,1.103,1.648,0.24,169.15660,0.23127,3,17
2018-08-12T14:28:55.40Z,47.1072363,15.3990197,3986.505,-54.07,10.32,-2.13,1.104,1.651,0.24,169.19671,0.22969,3,17
2018-08-12T14:28:55.60Z,47.1071391,15.3990469,3986.943,-54.07,10.33,-2.12,1.106,1.656,0.24,169.18308,0.23072,3,17
2018-08-12T14:28:55.80Z,47.1070419,15.3990740,3987.390,-54.07,10.30,-2.14,1.107,1.661,0.24,169.21615,0.22866,3,17
2018-08-12T14:28:56.00Z,47.1069447,15.3991011,3987.809,-54.08,10.30,-2.11,1.108,1.664,0.23,169.22101,0.22932,3,17
2018-08-12T14:28:56.20Z,47.1068474,15.3991281,3988.235,-54.11,10.27,-2.12,1.108,1.666,0.23,169.24791,0.23205,3,17
2018-08-12T14:28:56.40Z,47.1067500,15.3991549,3988.666,-54.11,10.22,-2.09,1.109,1.671,0.23,169.30737,0.23285,3,17
2018-08-12T14:28:56.60Z,47.1066527,15.3991817,3989.077,-54.12,10.19,-2.09,1.110,1.675,0.23,169.33360,0.23523,3,17
2018-08-12T14:28:56.80Z,47.1065552,15.3992086,3989.526,-54.17,10.23,-2.14,1.111,1.679,0.24,169.31029,0.24469,3,17
2018-08-12T14:28:57.00Z,47.1064576,15.3992352,3989.971,-54.21,10.13,-2.11,1.112,1.682,0.23,169.41840,0.23987,3,17
2018-08-12T14:28:57.20Z,47.1063601,15.3992617,3990.415,-54.19,10.08,-2.16,1.112,1.683,0.22,169.46201,0.23621,3,17
2018-08-12T14:28:57.40Z,47.1062625,15.3992883,3990.830,-54.24,10.05,-2.16,1.113,1.686,0.23,169.50403,0.23629,3,17
2018-08-12T14:28:57.60Z,47.1061649,15.3993147,3991.247,-54.26,10.01,-2.17,1.114,1.689,0.23,169.54670,0.23501,3,17
2018-08-12T14:28:57.80Z,47.1060672,15.3993410,3991.683,-54.27,9.99,-2.18,1.115,1.692,0.23,169.57208,0.24579,3,17
2018-08-12T14:28:58.00Z,47.1059696,15.3993674,3992.091,-54.26,9.97,-2.18,1.116,1.695,0.22,169.58858,0.23850,3,17
2018-08-12T14:28:58.20Z,47.1058718,15.3993934,3992.525,-54.35,9.84,-2.19,1.117,1.697,0.23,169.74189,0.24098,3,17
2018-08-12T14:28:58.40Z,47.1057740,15.3994196,3992.886,-54.35,9.88,-2.15,1.117,1.697,0.22,169.69275,0.23200,3,17
2018-08-12T14:28:58.60Z,47.1056761,15.3994458,3993.269,-54.38,9.94,-2.14,1.117,1.696,0.22,169.63944,0.22238,3,17
2018-08-12T14:28:58.80Z,47.1055781,15.3994715,3993.717,-54.43,9.79,-2.16,1.118,1.699,0.23,169.80336,0.22720,3,17
2018-08-12T14:28:59.00Z,47.1054803,15.3994973,3994.134,-54.37,9.80,-2.14,1.120,1.702,0.25,169.78076,0.23582,3,17
2018-08-12T14:28:59.20Z,47.1053825,15.3995231,3994.542,-54.38,9.77,-2.16,1.122,1.707,0.27,169.82063,0.23921,3,17
2018-08-12T14:28:59.40Z,47.1052847,15.3995489,3994.978,-54.40,9.77,-2.15,1.124,1.711,0.28,169.82188,0.24269,3,17
2018-08-12T14:28:59.60Z,47.1051874,15.3995748,3995.343,-54.30,9.68,-2.12,1.125,1.715,0.28,169.89567,0.24899,3,17
2018-08-12T14:28:59.80Z,47.1050895,15.3996001,3995.740,-54.47,9.58,-2.09,1.128,1.718,0.30,170.02863,0.28281,3,17
2018-08-12T14:29:00.00Z,47.1049915,15.3996259,3996.193,-54.47,9.83,-2.02,1.130,1.721,0.27,169.76490,0.28735,3,17
2018-08-12T14:29:00.20Z,47.1048938,15.3996515,3996.628,-54.43,9.74,-2.12,1.133,1.727,0.27,169.85638,0.32335,3,17
2018-08-12T14:29:00.40Z,47.1047961,15.3996769,3997.068,-54.44,9.67,-2.17,1.135,1.732,0.25,169.92631,0.29133,3,17
2018-08-12T14:29:00.60Z,47.1046984,15.3997020,3997.546,-54.40,9.65,-2.19,1.135,1.733,0.24,169.94407,0.23716,3,17
2018-08-12T14:29:00.80Z,47.1046005,15.3997273,3998.070,-54.49,9.75,-2.23,1.135,1.731,0.25,169.85875,0.24267,3,17
2018-08-12T14:29:01.00Z,47.1045027,15.3997532,3998.493,-54.54,9.91,-2.11,1.136,1.732,0.27,169.70192,0.25790,3,17
2018-08-12T14:29:01.20Z,47.1044048,15.3997793,3998.890,-54.35,9.84,-2.01,1.139,1.740,0.35,169.73438,0.28732,3,17
2018-08-12T14:29:01.40Z,47.1043068,15.3998048,3999.267,-54.54,9.66,-2.06,1.140,1.743,0.29,169.95432,0.28335,3,17
2018-08-12T14:29:01.60Z,47.1042087,15.3998307,3999.722,-54.51,9.77,-2.14,1.140,1.744,0.25,169.83560,0.22336,3,17
2018-08-12T14:29:01.80Z,47.1041107,15.3998564,4000.207,-54.48,9.73,-2.16,1.140,1.742,0.24,169.87595,0.20746,3,17
2018-08-12T14:29:02.00Z,47.1040127,15.3998820,4000.675,-54.51,9.70,-2.20,1.139,1.740,0.26,169.90933,0.21067,3,17
2018-08-12T14:29:02.20Z,47.1039147,15.3999076,4001.154,-54.49,9.75,-2.29,1.138,1.739,0.25,169.85522,0.20351,3,17
2018-08-12T14:29:02.40Z,47.1038166,15.3999333,4001.568,-54.52,9.72,-2.26,1.138,1.739,0.24,169.88694,0.21092,3,17
2018-08-12T14:29:02.60Z,47.1037185,15.3999589,4002.076,-54.54,9.68,-2.32,1.138,1.740,0.24,169.93748,0.21277,3,17
2018-08-12T14:29:02.80Z,47.1036203,15.3999845,4002.485,-54.53,9.72,-2.29,1.137,1.740,0.24,169.89835,0.21207,3,17
2018-08-12T14:29:03.00Z,47.1035222,15.4000099,4002.938,-54.55,9.72,-2.32,1.136,1.742,0.25,169.90195,0.20816,3,17
2018-08-12T14:29:03.20Z,47.1034239,15.4000355,4003.441,-54.67,9.76,-2.42,1.137,1.748,0.26,169.87636,0.21762,3,17
2018-08-12T14:29:03.40Z,47.1033258,15.4000611,4003.954,-54.54,9.70,-2.43,1.137,1.753,0.25,169.91876,0.21739,3,17
2018-08-12T14:29:03.60Z,47.1032276,15.4000868,4004.430,-54.54,9.75,-2.35,1.136,1.756,0.24,169.86191,0.21662,3,17
2018-08-12T14:29:03.80Z,47.1031293,15.4001128,4004.887,-54.63,9.80,-2.31,1.135,1.758,0.24,169.82411,0.21501,3,17
2018-08-12T14:29:04.00Z,47.1030311,15.4001386,4005.380,-54.56,9.79,-2.35,1.135,1.759,0.24,169.82499,0.21698,3,17
2018-08-12T14:29:04.20Z,47.1029329,15.4001648,4005.819,-54.54,9.84,-2.36,1.135,1.761,0.24,169.77256,0.21625,3,17
2018-08-12T14:29:04.40Z,47.1028346,15.4001908,4006.287,-54.62,9.81,-2.39,1.135,1.763,0.23,169.81918,0.21449,3,17
2018-08-12T14:29:04.60Z,47.1027364,15.4002170,4006.743,-54.61,9.93,-2.37,1.133,1.760,0.23,169.69381,0.21419,3,17
2018-08-12T14:29:04.80Z,47.1026384,15.4002427,4007.144,-54.39,9.82,-2.25,1.133,1.759,0.24,169.76900,0.22936,3,17
2018-08-12T14:29:05.00Z,47.1025399,15.4002691,4007.583,-54.67,10.00,-2.35,1.134,1.758,0.25,169.63257,0.24604,3,17
2018-08-12T14:29:05.20Z,47.1024417,15.4002952,4008.054,-54.57,9.92,-2.41,1.135,1.757,0.25,169.69434,0.24920,3,17
2018-08-12T14:29:05.40Z,47.1023435,15.4003216,4008.527,-54.58,9.99,-2.41,1.137,1.756,0.25,169.63025,0.23943,3,17
2018-08-12T14:29:05.60Z,47.1022453,15.4003479,4009.024,-54.57,10.01,-2.39,1.138,1.756,0.25,169.60308,0.24172,3,17
2018-08-12T14:29:05.80Z,47.1021471,15.4003745,4009.546,-54.59,10.06,-2.42,1.138,1.753,0.25,169.55831,0.22511,3,17
2018-08-12T14:29:06.00Z,47.1020489,15.4004013,4010.074,-54.53,10.14,-2.46,1.139,1.751,0.25,169.46740,0.22714,3,17
2018-08-12T14:29:06.20Z,47.1019508,15.4004281,4010.596,-54.56,10.20,-2.49,1.141,1.750,0.25,169.41260,0.25085,3,17
2018-08-12T14:29:06.40Z,47.1018525,15.4004550,4011.095,-54.57,10.20,-2.42,1.142,1.749,0.26,169.41069,0.23751,3,17
2018-08-12T14:29:06.60Z,47.1017545,15.4004820,4011.647,-54.47,10.23,-2.51,1.144,1.750,0.26,169.36261,0.25463,3,17
2018-08-12T14:29:06.80Z,47.1016564,15.4005092,4012.181,-54.51,10.31,-2.56,1.147,1.752,0.27,169.29238,0.25860,3,17
2018-08-12T14:29:07.00Z,47.1015584,15.4005366,4012.685,-54.51,10.38,-2.54,1.149,1.753,0.27,169.21476,0.25426,3,17
2018-08-12T14:29:07.20Z,47.1014604,15.4005639,4013.196,-54.46,10.41,-2.55,1.151,1.755,0.26,169.18227,0.25590,3,17
2018-08-12T14:29:07.40Z,47.1013625,15.4005916,4013.688,-54.51,10.50,-2.58,1.154,1.756,0.25,169.09984,0.25412,3,17
2018-08-12T14:29:07.60Z,47.1012643,15.4006197,4014.212,-54.64,10.62,-2.66,1.155,1.757,0.25,169.00001,0.24935,3,17
2018-08-12T14:29:07.80Z,47.1011666,15.4006471,4014.750,-54.42,10.53,-2.57,1.155,1.756,0.24,169.05214,0.24616,3,17
2018-08-12T14:29:08.00Z,47.1010689,15.4006753,4015.281,-54.44,10.76,-2.56,1.155,1.756,0.23,168.81742,0.25594,3,17
2018-08-12T14:29:08.20Z,47.1009713,15.4007033,4015.874,-54.37,10.80,-2.61,1.155,1.756,0.24,168.76749,0.25657,3,17
2018-08-12T14:29:08.40Z,47.1008738,15.4007316,4016.432,-54.36,10.86,-2.65,1.153,1.751,0.22,168.69910,0.23372,3,17
2018-08-12T14:29:08.60Z,47.1007762,15.4007604,4016.953,-54.35,10.99,-2.56,1.152,1.746,0.22,168.56739,0.23590,3,16
2018-08-12T14:29:08.80Z,47.1006788,15.4007891,4017.505,-54.31,10.98,-2.61,1.151,1.742,0.22,168.56935,0.22994,3,17
2018-08-12T14:29:09.00Z,47.1005811,15.4008182,4018.048,-54.32,11.11,-2.63,1.150,1.739,0.22,168.44022,0.21603,3,17
2018-08-12T14:29:09.20Z,47.1004835,15.4008473,4018.613,-54.32,11.18,-2.62,1.148,1.738,0.22,168.37013,0.20458,3,17
2018-08-12T14:29:09.40Z,47.1003862,15.4008767,4019.174,-54.23,11.31,-2.65,1.147,1.736,0.22,168.22376,0.20721,3,17
2018-08-12T14:29:09.60Z,47.1002887,15.4009065,4019.709,-54.27,11.42,-2.59,1.145,1.734,0.22,168.11433,0.20989,3,17
2018-08-12T14:29:09.80Z,47.1001914,15.4009365,4020.267,-54.20,11.48,-2.63,1.144,1.732,0.22,168.03912,0.21695,3,17
2018-08-12T14:29:10.00Z,47.1000940,15.4009669,4020.813,-54.21,11.62,-2.65,1.143,1.730,0.22,167.90558,0.21304,3,17
2018-08-12T14:29:10.20Z,47.0999967,15.4009973,4021.363,-54.17,11.64,-2.61,1.143,1.728,0.24,167.87503,0.21755,3,17
2018-08-12T14:29:10.40Z,47.0998993,15.4010282,4021.872,-54.18,11.81,-2.58,1.142,1.725,0.24,167.70354,0.21728,3,17
2018-08-12T14:29:10.60Z,47.0998022,15.4010595,4022.365,-54.10,12.03,-2.50,1.140,1.724,0.21,167.46715,0.21154,3,17
2018-08-12T14:29:10.80Z,47.0997048,15.4010906,4023.000,-54.10,11.89,-2.76,1.139,1.724,0.21,167.60996,0.22669,3,17
2018-08-12T14:29:11.00Z,47.0996076,15.4011223,4023.473,-54.06,12.12,-2.63,1.138,1.725,0.21,167.36222,0.22185,3,17
2018-08-12T14:29:11.20Z,47.0995103,15.4011543,4023.978,-54.10,12.24,-2.62,1.136,1.725,0.22,167.24812,0.22555,3,17
2018-08-12T14:29:11.40Z,47.0994131,15.4011866,4024.488,-54.08,12.30,-2.61,1.135,1.725,0.22,167.19204,0.21984,3,17
2018-08-12T14:29:11.60Z,47.0993160,15.4012191,4025.018,-53.95,12.40,-2.58,1.134,1.722,0.22,167.05478,0.22072,3,17
2018-08-12T14:29:11.80Z,47.0992189,15.4012523,4025.566,-53.98,12.61,-2.60,1.132,1.719,0.22,166.85300,0.21893,3,17
2018-08-12T14:29:12.00Z,47.0991219,15.4012853,4026.116,-53.92,12.60,-2.56,1.132,1.714,0.24,166.84298,0.23271,3,17
2018-08-12T14:29:12.20Z,47.0990247,15.4013187,4026.718,-53.95,12.75,-2.53,1.131,1.708,0.25,166.70651,0.23535,3,17
2018-08-12T14:29:12.40Z,47.0989279,15.4013525,4027.214,-53.93,12.88,-2.50,1.130,1.702,0.24,166.57223,0.22522,3,17
2018-08-12T14:29:12.60Z,47.0988309,15.4013864,4027.744,-53.89,12.96,-2.45,1.130,1.695,0.27,166.48075,0.21838,3,17
2018-08-12T14:29:12.80Z,47.0987339,15.4014207,4028.277,-53.90,13.09,-2.46,1.129,1.689,0.27,166.35199,0.21882,3,17
2018-08-12T14:29:13.00Z,47.0986370,15.4014553,4028.740,-53.92,13.20,-2.45,1.130,1.684,0.28,166.24600,0.22205,3,17
2018-08-12T14:29:13.20Z,47.0985401,15.4014901,4029.229,-53.88,13.26,-2.43,1.130,1.681,0.28,166.17580,0.23534,3,17
2018-08-12T14:29:13.40Z,47.0984432,15.4015253,4029.677,-53.90,13.40,-2.37,1.132,1.680,0.28,166.04191,0.22936,3,17
2018-08-12T14:29:13.60Z,47.0983465,15.4015607,4030.172,-53.81,13.50,-2.43,1.133,1.679,0.27,165.91295,0.22412,3,17
2018-08-12T14:29:13.80Z,47.0982497,15.4015963,4030.609,-53.82,13.54,-2.35,1.132,1.675,0.26,165.87674,0.19596,3,17
2018-08-12T14:29:14.00Z,47.0981530,15.4016322,4031.079,-53.80,13.64,-2.37,1.132,1.672,0.26,165.77177,0.20698,3,17
2018-08-12T14:29:14.20Z,47.0980563,15.4016684,4031.567,-53.79,13.75,-2.33,1.132,1.670,0.27,165.66482,0.21316,3,17
2018-08-12T14:29:14.40Z,47.0979595,15.4017049,4032.020,-53.82,13.89,-2.25,1.133,1.667,0.28,165.52918,0.21998,3,17
2018-08-12T14:29:14.60Z,47.0978631,15.4017417,4032.421,-53.74,13.92,-2.24,1.132,1.661,0.28,165.48148,0.21315,3,17
2018-08-12T14:29:14.80Z,47.0977666,15.4017788,4032.805,-53.73,14.00,-2.11,1.132,1.660,0.28,165.39518,0.20810,3,17
2018-08-12T14:29:15.00Z,47.0976700,15.4018160,4033.220,-53.77,14.11,-2.08,1.132,1.661,0.28,165.29210,0.21144,3,17
2018-08-12T14:29:15.20Z,47.0975733,15.4018534,4033.637,-53.76,14.19,-2.08,1.133,1.662,0.27,165.21066,0.21405,3,17
2018-08-12T14:29:15.40Z,47.0974767,15.4018911,4034.053,-53.72,14.26,-2.04,1.133,1.663,0.28,165.13444,0.21408,3,17
2018-08-12T14:29:15.60Z,47.0973800,15.4019288,4034.432,-53.75,14.34,-2.00,1.133,1.663,0.24,165.05937,0.20149,3,17
2018-08-12T14:29:15.80Z,47.0972833,15.4019668,4034.799,-53.77,14.40,-1.92,1.133,1.663,0.24,165.00584,0.20291,3,17
2018-08-12T14:29:16.00Z,47.0971866,15.4020050,4035.138,-53.78,14.53,-1.88,1.133,1.663,0.24,164.88510,0.20448,3,17
2018-08-12T14:29:16.20Z,47.0970898,15.4020433,4035.515,-53.81,14.55,-1.87,1.133,1.662,0.24,164.86510,0.21583,3,17
2018-08-12T14:29:16.40Z,47.0969931,15.4020816,4035.840,-53.75,14.59,-1.79,1.133,1.661,0.24,164.81457,0.21605,3,17
2018-08-12T14:29:16.60Z,47.0968964,15.4021205,4036.167,-53.82,14.78,-1.77,1.133,1.661,0.24,164.64612,0.21951,3,17
2018-08-12T14:29:16.80Z,47.0967997,15.4021593,4036.491,-53.80,14.77,-1.73,1.133,1.661,0.24,164.64575,0.21947,3,17
2018-08-12T14:29:17.00Z,47.0967028,15.4021986,4036.798,-53.87,14.96,-1.66,1.133,1.661,0.24,164.47997,0.21955,3,17
2018-08-12T14:29:17.20Z,47.0966060,15.4022381,4037.085,-53.84,15.03,-1.62,1.133,1.661,0.24,164.40570,0.21069,3,17
2018-08-12T14:29:17.40Z,47.0965091,15.4022775,4037.377,-53.87,15.02,-1.59,1.134,1.661,0.24,164.42206,0.21634,3,17
2018-08-12T14:29:17.60Z,47.0964122,15.4023172,4037.682,-53.89,15.15,-1.57,1.134,1.662,0.24,164.29919,0.21589,3,17
2018-08-12T14:29:17.80Z,47.0963153,15.4023569,4037.985,-53.88,15.16,-1.57,1.135,1.663,0.24,164.28295,0.21533,3,17
2018-08-12T14:29:18.00Z,47.0962184,15.4023972,4038.283,-53.95,15.38,-1.57,1.135,1.664,0.23,164.08616,0.20718,3,17
2018-08-12T14:29:18.20Z,47.0961216,15.4024374,4038.550,-53.88,15.33,-1.52,1.135,1.665,0.23,164.11403,0.20573,3,17
2018-08-12T14:29:18.40Z,47.0960247,15.4024779,4038.854,-53.89,15.44,-1.54,1.134,1.665,0.23,164.01673,0.20099,3,17
2018-08-12T14:29:18.60Z,47.0959277,15.4025185,4039.135,-53.92,15.47,-1.52,1.133,1.662,0.23,163.98758,0.18681,3,17
2018-08-12T14:29:18.80Z,47.0958308,15.4025594,4039.386,-53.91,15.57,-1.45,1.131,1.660,0.22,163.89384,0.18250,3,17
2018-08-12T14:29:19.00Z,47.0957339,15.4026005,4039.657,-53.91,15.62,-1.47,1.129,1.657,0.22,163.84291,0.18192,3,17
2018-08-12T14:29:19.20Z,47.0956370,15.4026418,4039.914,-53.93,15.70,-1.45,1.127,1.656,0.22,163.77149,0.18035,3,17
2018-08-12T14:29:19.40Z,47.0955400,15.4026832,4040.178,-53.97,15.74,-1.42,1.125,1.655,0.22,163.74548,0.17853,3,17
2018-08-12T14:29:19.60Z,47.0954431,15.4027246,4040.406,-54.02,15.80,-1.36,1.124,1.648,0.22,163.69941,0.20508,3,17
2018-08-12T14:29:19.80Z,47.0953467,15.4027671,4040.550,-53.81,15.94,-1.17,1.121,1.649,0.24,163.50229,0.20800,3,17
2018-08-12T14:29:20.00Z,47.0952495,15.4028090,4040.828,-54.07,15.87,-1.25,1.117,1.650,0.24,163.64175,0.21142,3,17
2018-08-12T14:29:20.20Z,47.0951527,15.4028513,4041.055,-54.00,15.88,-1.24,1.114,1.652,0.23,163.61412,0.20454,3,17
2018-08-12T14:29:20.40Z,47.0950556,15.4028938,4041.305,-54.05,15.90,-1.24,1.110,1.651,0.24,163.60547,0.19190,3,17
2018-08-12T14:29:20.60Z,47.0949583,15.4029357,4041.567,-54.12,15.86,-1.29,1.105,1.650,0.20,163.67052,0.18550,3,17
2018-08-12T14:29:20.80Z,47.0948614,15.4029780,4041.783,-54.09,15.83,-1.30,1.100,1.648,0.20,163.68759,0.18364,3,17
2018-08-12T14:29:21.00Z,47.0947641,15.4030198,4042.046,-54.17,15.84,-1.30,1.095,1.647,0.20,163.69601,0.18816,3,17
2018-08-12T14:29:21.20Z,47.0946666,15.4030611,4042.320,-54.17,15.76,-1.33,1.091,1.645,0.20,163.78025,0.18575,3,17
2018-08-12T14:29:21.40Z,47.0945688,15.4031026,4042.579,-54.24,15.74,-1.29,1.085,1.638,0.20,163.81614,0.18367,3,17
2018-08-12T14:29:21.60Z,47.0944716,15.4031438,4042.874,-54.26,15.61,-1.37,1.080,1.632,0.20,163.95326,0.18134,3,17
2018-08-12T14:29:21.80Z,47.0943744,15.4031843,4043.044,-54.17,15.37,-1.31,1.081,1.629,0.23,164.16157,0.23331,3,17
2018-08-12T14:29:22.00Z,47.0942765,15.4032253,4043.351,-54.44,15.56,-1.35,1.082,1.631,0.23,164.04472,0.21827,3,17
2018-08-12T14:29:22.20Z,47.0941789,15.4032658,4043.639,-54.33,15.44,-1.33,1.083,1.635,0.25,164.13587,0.25417,3,17
2018-08-12T14:29:22.40Z,47.0940811,15.4033061,4043.896,-54.42,15.36,-1.25,1.083,1.636,0.23,164.23931,0.22608,3,17
2018-08-12T14:29:22.60Z,47.0939832,15.4033463,4044.121,-54.48,15.22,-1.19,1.083,1.637,0.22,164.38881,0.20216,3,17
2018-08-12T14:29:22.80Z,47.0938845,15.4033857,4044.401,-54.89,15.03,-1.16,1.084,1.641,0.25,164.68634,0.22880,3,17
2018-08-12T14:29:23.00Z,47.0937862,15.4034255,4044.609,-54.71,15.10,-1.13,1.087,1.648,0.28,164.56720,0.24678,3,17
2018-08-12T14:29:23.20Z,47.0936881,15.4034648,4044.798,-54.58,14.89,-1.17,1.088,1.655,0.27,164.73777,0.22004,3,17
2018-08-12T14:29:23.40Z,47.0935899,15.4035039,4045.055,-54.61,14.86,-1.22,1.090,1.662,0.27,164.77611,0.22010,3,17
2018-08-12T14:29:23.60Z,47.0934916,15.4035429,4045.226,-54.73,14.83,-1.10,1.092,1.668,0.26,164.83636,0.29137,3,17
2018-08-12T14:29:23.80Z,47.0933934,15.4035809,4045.532,-54.72,14.63,-1.09,1.093,1.670,0.26,165.03562,0.27482,3,17
2018-08-12T14:29:24.00Z,47.0932950,15.4036189,4045.688,-54.81,14.51,-0.95,1.092,1.666,0.25,165.17339,0.24414,3,17
2018-08-12T14:29:24.20Z,47.0931966,15.4036564,4045.859,-54.92,14.31,-0.89,1.091,1.669,0.26,165.39642,0.21583,3,17
2018-08-12T14:29:24.40Z,47.0930981,15.4036943,4046.075,-54.89,14.21,-1.03,1.091,1.675,0.29,165.48252,0.20607,3,17
2018-08-12T14:29:24.60Z,47.0929989,15.4037318,4046.259,-55.04,14.05,-1.02,1.088,1.672,0.26,165.67595,0.19593,3,17
2018-08-12T14:29:24.80Z,47.0928996,15.4037686,4046.416,-55.14,13.94,-0.92,1.088,1.675,0.26,165.80810,0.25734,3,17
2018-08-12T14:29:25.00Z,47.0928001,15.4038049,4046.635,-55.20,13.78,-0.87,1.088,1.675,0.26,165.98539,0.24029,3,17
2018-08-12T14:29:25.20Z,47.0927007,15.4038408,4046.840,-55.22,13.64,-0.79,1.087,1.676,0.26,166.12696,0.24034,3,17
2018-08-12T14:29:25.40Z,47.0926013,15.4038766,4047.052,-55.23,13.57,-0.84,1.086,1.677,0.23,166.19254,0.23305,3,17
2018-08-12T14:29:25.60Z,47.0925016,15.4039120,4047.265,-55.33,13.44,-0.81,1.085,1.678,0.23,166.34896,0.22410,3,17
2018-08-12T14:29:25.80Z,47.0924018,15.4039472,4047.430,-55.48,13.32,-0.82,1.084,1.676,0.25,166.49517,0.21443,3,17
2018-08-12T14:29:26.00Z,47.0923023,15.4039819,4047.625,-55.40,13.21,-0.89,1.083,1.674,0.23,166.58981,0.20753,3,17
2018-08-12T14:29:26.20Z,47.0922024,15.4040164,4047.766,-55.61,13.10,-0.81,1.082,1.672,0.23,166.73882,0.20764,3,17
2018-08-12T14:29:26.40Z,47.0921024,15.4040505,4047.979,-55.60,12.97,-0.82,1.081,1.671,0.21,166.87428,0.19762,3,17
2018-08-12T14:29:26.60Z,47.0920025,15.4040841,4048.139,-55.65,12.84,-0.81,1.079,1.671,0.20,167.00336,0.20292,3,17
2018-08-12T14:29:26.80Z,47.0919024,15.4041174,4048.281,-55.72,12.74,-0.77,1.077,1.671,0.20,167.11964,0.20350,3,17
2018-08-12T14:29:27.00Z,47.0918022,15.4041504,4048.449,-55.79,12.61,-0.81,1.076,1.672,0.20,167.26165,0.20126,3,17
2018-08-12T14:29:27.20Z,47.0917018,15.4041833,4048.600,-55.86,12.58,-0.80,1.074,1.673,0.20,167.30536,0.20313,3,17
2018-08-12T14:29:27.40Z,47.0916014,15.4042158,4048.742,-55.85,12.38,-0.72,1.073,1.674,0.20,167.50470,0.19889,3,17
